attack_id,date,year,month,hour,country,area,location,activity,fatal,attack_latitude,attack_longitude,noaa_latitude,noaa_longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,distance_km
154,2012-04-19,2012.0,4.0,19.0,USA,Florida,"Indialantic, Brevard County",Surfing,0.0,28.0894482,-80.5660328,28.4,-80.5,23.3,,1.0,4.0,,,35.13241185633788
360,2014-03-18,2014.0,3.0,,AUSTRALIA,Victoria,Winkipop Beach,Surfing,0.0,-38.36808,144.28495,-38.3,144.8,18.8,,,,,,45.55715835588252
524,2015-06-27,2015.0,6.0,16.0,USA,North Carolina,"Rodanthe, Dare County",Swimming,0.0,35.594871,-75.467858,35.8,-75.55,26.5,11.3,,,,,23.985144936980863
635,2016-04-19,2016.0,4.0,12.0,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,0.0,-28.649318443,153.616858651,-29.5,153.7,28.0,7.7,0.5,5.0,2.5,9.0,94.93607287573742
108,2011-11-12,2011.0,11.0,,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,0.0,-8.0248,-34.8574,-8.7,-34.7,,7.7,,,2.0,14.0,77.04990035015147
209,2012-09-09,2012.0,9.0,14.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,28.2,9.8,,,,,75.2043515779445
311,2013-08-31,2013.0,8.0,23.0,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,0.0,34.41762,-119.6492,34.41,-119.69,,,,,,,3.837435630004993
589,2015-11-10,2015.0,11.0,18.0,AUSTRALIA,New South Wales,East Ballina,Surfing,0.0,-28.861975125,153.585770216,-29.2,153.6,,4.1,,,,,37.612162774566976
685,2016-08-06,2016.0,8.0,16.0,USA,Hawaii,Maui,SUP Foil boarding,0.0,20.77024,-156.26816,20.9,-156.47,27.0,5.1,,,,,25.45934424234396
694,2016-09-05,2016.0,9.0,,AUSTRALIA,Western Australia,Injidup,Surfing,0.0,-31.693971366175,115.728988140668,-31.8,115.6,15.1,7.2,0.5,4.0,,,16.963621671755735
702,2016-09-17,2016.0,9.0,,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,0.0,40.741892,-124.210936,40.77,-124.22,14.2,4.1,,,,,3.2173664085693545
713,2016-10-15,2016.0,10.0,18.0,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,0.0,-26.80074,153.14466,-26.68,153.12,17.5,,,,,,13.647198932369262
285,2013-06-25,2013.0,6.0,12.0,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,0.0,32.597707,-80.12948,32.69,-79.89,,7.2,,,,,24.659594923927646
351,2014-01-01,2014.0,1.0,,NEW ZEALAND,Unknown,Stewart Island,Filming a documentary,0.0,-46.898518146,168.124291069,-46.6,167.9,14.0,10.3,1.0,2.0,2.0,5.0,37.33426737961795
33,2011-05-13,2011.0,5.0,6.0,USA,Florida,"Ormond Beach, Volusia County",Surfing,0.0,29.2774764,-81.0417589,29.66,-81.22,,1.0,,,,,45.901530978728566
232,2012-12-05,2012.0,12.0,13.0,USA,Hawaii,Kauai,Surfing,0.0,22.04942,-159.53099,21.95,-159.36,26.2,,,,,,20.808372416024984
270,2013-05-04,2013.0,5.0,11.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,0.0,28.068399,-80.558423,27.86,-80.45,25.0,2.6,,,,,25.50244399392663
421,2014-08-27,2014.0,8.0,,SPAIN,Alicante,Benidorm,Swimming,0.0,38.5369002,-0.1291231,38.7,0.4,25.0,12.3,,,,,49.417691011742065
576,2015-10-13,2015.0,10.0,11.0,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Fishing,0.0,35.5808,-121.11908,35.2,-120.9,17.8,,1.5,10.0,1.5,11.0,46.768889353771506
756,2017-04-10,2017.0,4.0,17.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,0.0,28.068399,-80.558423,28.2,-80.4,23.5,6.7,,,,,21.341403593208742
332,2013-10-24,2013.0,10.0,18.0,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,0.0,-33.7228902,151.2990401,-33.7,151.6,20.0,9.8,2.0,2.0,2.0,2.0,27.953964671493683
365,2014-03-29,2014.0,3.0,13.0,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,,-32.631482007,115.633989099,-32.6,115.4,21.6,10.3,,,,,22.19326668334425
386,2014-06-01,2014.0,6.0,13.0,USA,Florida,Fort Lauderdale,Swimming,0.0,26.1241631,-80.1435862,26.09,-80.11,,4.1,,,,,5.067268526424567
388,2014-06-08,2014.0,6.0,,JAPAN,Atsumi peninsula,Aichi,Surfing,0.0,34.65919,137.24155,34.1,138.0,,,,,,,93.3317090612004
592,2015-11-16,2015.0,11.0,,USA,Florida,"Playalinda Beach, Brevard County",Surfing,0.0,28.7021316,-80.6671512,28.42,-80.59,25.6,3.6,,,,,32.26382554538031
753,2017-04-05,2017.0,4.0,13.0,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,0.0,29.029722,-80.9237495,28.42,-80.59,24.4,3.6,,,,,75.2043515779445
780,2017-06-07,2017.0,6.0,,UNITED KINGDOM,South Devon,Bantham Beach,Surfing,0.0,50.2783,-3.8786,50.3,-4.2,,,,,,,22.9606792328591
106,2011-10-29,2011.0,10.0,,USA,California,"Marina State Beach, Monterey County",Surfing,0.0,36.6827412,-121.8137843,36.61,-121.89,12.8,,,,,,10.566848974065234
164,2012-06-02,2012.0,6.0,19.0,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,0.0,33.68785,-78.883852,33.66,-78.92,,4.1,,,,,4.558436898434041
609,2016-01-25,2016.0,1.0,11.0,USA,Hawaii,"Hanalei Bay, Kauai,",Surfing,0.0,22.20889,-159.50709,22.3,-159.6,25.2,,2.0,9.0,4.0,15.0,13.930566786039204
610,2016-01-28,2016.0,1.0,14.0,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,0.0,22.20889,-159.50709,22.3,-159.6,25.4,,2.0,10.0,5.5,17.0,13.930566786039204
626,2016-03-28,2016.0,3.0,,USA,Florida,"Fort Myers Beach, Lee County",Unknown,,26.452409,-81.953765,26.4,-81.88,,4.1,,,,,9.376228086143543
23,2011-03-29,2011.0,3.0,,USA,Texas,Matagorda Beach,"Standing, holding shark pup",0.0,28.6045189,-95.9676298,28.67,-95.68,21.3,,,,,,28.99953412741438
218,2012-10-18,2012.0,10.0,7.0,USA,Hawaii,"Kanaha Beach, Maui",Paddle boarding,0.0,20.8970291,-156.4605383,20.9,-156.47,25.6,6.2,,,,,1.0369119783076484
733,2017-01-13,2017.0,1.0,,USA,Florida,Jensen Beach,Unknown,0.0,27.2444691,-80.2252736,27.6,-80.2,23.3,,1.0,8.0,0.5,14.0,39.61191726647019
776,2017-05-28,2017.0,5.0,,USA,Florida,Off Jupiter,Feeding sharks,0.0,26.9341448,-80.0997362,26.61,-80.03,28.5,,,,,,36.702174295073306
51,2011-06-24,2011.0,6.0,13.0,USA,California,"San Onofre State Beach, San Diego County",Surfing,0.0,33.3316612,-117.5039968,33.2,-117.5,18.7,,0.5,10.0,1.0,18.0,14.64479570529082
147,2012-03-20,2012.0,3.0,17.0,AUSTRALIA,Queensland,Nobby's Beach,Surfing,0.0,-28.0607735,153.4413733,-28.0,153.9,27.1,10.8,,,,,45.51939456601239
538,2015-07-25,2015.0,7.0,10.0,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,1.0,-42.67472,147.9775,-42.9,147.3,,7.2,,,,,60.69663356397726
550,2015-08-22,2015.0,8.0,19.0,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,,28.320224,-80.608867,28.42,-80.59,28.8,1.5,,,,,11.247121209982557
63,2011-07-22,2011.0,7.0,10.0,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,0.0,-33.01529,27.91162,-32.9,28.1,20.6,7.7,1.5,4.0,,,21.754537797961856
418,2014-08-25,2014.0,8.0,,USA,Florida,Apalachicola Bay,Fishing for sharks,0.0,29.67299,-84.96185,29.72,-84.98,30.8,5.7,,,,,5.513431134126067
476,2015-02-05,2015.0,2.0,,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,0.0,-32.947968,151.756403,-33.2,151.7,25.0,10.3,2.0,5.0,3.0,7.0,28.51324930308684
44,2011-06-06,2011.0,6.0,,USA,California,"La Jolla, San Diego County",Spearfishing,0.0,32.8419914,-117.2730168,32.87,-117.26,17.3,1.5,,,,,3.3433446309201016
85,2011-09-11,2011.0,9.0,12.0,USA,California,"Samoa Beach, Humboldt County",Surfing,0.0,40.8062561,-124.1990911,40.77,-124.22,13.1,,,,,,4.399052837764842
259,2013-04-01,2012.0,4.0,,USA,Florida,"Sanibel Island, Lee County",Unknown,0.0,26.44368,-82.10735,26.4,-81.88,,4.6,,,,,23.154629757637796
317,2013-09-08,2013.0,9.0,,USA,South Carolina,"St. Helena Island, Beaufort County",Unknown,,32.427134,-80.469145,32.56,-80.45,,0.5,,,,,14.882760368360353
555,2015-09-04,2015.0,9.0,11.0,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,0.0,-32.073369849,152.49274312,-32.1,152.9,20.0,7.7,2.5,8.0,2.5,7.0,38.48155714616161
650,2016-06-02,2016.0,6.0,,NEW CALEDONIA,Unknown,"Côte-Blanche, Nouméa",Kite surfing,0.0,-22.2628044,166.4446442,-22.63,167.06,24.7,,,,,,75.27584807416896
93,2011-09-28,2011.0,9.0,,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson,Fishing,0.0,19.27228,-69.69389,19.7,-68.9,29.0,10.3,1.0,1.0,1.0,1.0,95.85178527667577
176,2012-06-22,2012.0,6.0,,AUSTRALIA,Tasmania,South Cape Bay,Surfing,0.0,-43.63,146.78999,-43.35,147.63,13.7,,,,,,74.5745398958953
235,2012-12-28,2012.0,12.0,10.0,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,0.0,-31.718949063,152.794486937,-31.7,153.1,25.0,13.9,5.0,4.0,5.0,5.0,28.977122491472176
299,2013-07-30,2013.0,7.0,,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,0.0,32.7884238,-79.7877544,32.78,-79.93,29.0,2.1,,,,,13.330562396145925
370,2014-04-15,2014.0,4.0,9.0,USA,Florida,"New Smyrna Beach, Volusia County",Wading,0.0,29.029722,-80.9237495,28.42,-80.59,24.5,4.1,,,,,75.2043515779445
415,2014-08-12,2014.0,8.0,11.0,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,0.0,29.688176,-85.264559,29.72,-84.98,30.6,1.0,,,,,27.710610628134873
443,2014-10-14,2014.0,10.0,,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,0.0,32.215401,-80.747563,32.04,-80.9,,5.1,,,,,24.216706053082053
25,2011-04-13,2011.0,4.0,,INDONESIA,Bali,Balian,Surfing,0.0,-8.5037,114.9708,-8.9,115.7,,2.1,,,,,91.4651769808557
111,2011-11-28,2011.0,11.0,,AUSTRALIA,Queensland,Peregian,Swimming,0.0,-27.181553443513,152.942119442365,-27.4,153.2,26.8,8.2,,,,,35.20523127475675
333,2013-10-26,2013.0,10.0,10.0,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,0.0,-31.807368069,115.745418335,-32.0,115.7,19.4,,,,,,21.844595599525228
403,2014-07-16,2014.0,7.0,17.0,USA,Hawaii,"Paia Bay, Maui",Swimming,0.0,20.91697,-156.38332,20.9,-156.47,26.8,9.8,,,,,9.199328818621598
503,2015-05-29,2015.0,5.0,15.0,USA,Florida,"Cocoa Beach, Brevard  County",Standing,0.0,28.320224,-80.608867,28.42,-80.59,27.7,4.6,,,,,11.247121209982557
757,2017-04-11,2017.0,4.0,16.0,USA,Florida,"Ormond Beach, Volusia County",Surfing,0.0,29.2774764,-81.0417589,29.66,-81.22,,2.6,,,,,45.901530978728566
43,2011-06-06,2011.0,6.0,12.0,USA,Florida,"New Smyrna Beach, Volusia County",Wading,0.0,29.029722,-80.9237495,28.42,-80.59,27.9,2.4,,,,,75.2043515779445
179,2012-06-26,2012.0,6.0,19.0,USA,Florida,"Juno Beach, Palm Beach County",Swimming,0.0,26.883875,-80.059723,26.61,-80.03,27.4,10.3,,,,,30.596242807807837
195,2012-08-08,2012.0,8.0,16.0,USA,Florida,Key Largo,Free diving,0.0,25.130026,-80.405962,25.18,-80.44,31.2,,,,,,6.528060540751508
197,2012-08-15,2012.0,8.0,,USA,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,0.0,30.272469,-87.68743,30.28,-87.56,,1.0,,,,,12.265545846864958
278,2013-06-06,2013.0,6.0,,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,0.0,25.102198176345,-80.435459810221,25.09,-80.52,27.0,,,,,,8.620408332963917
315,2013-09-07,2013.0,9.0,16.0,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.3,1.5,,,,,75.2043515779445
329,2013-10-19,2013.0,10.0,,USA,Florida,Miami Beach,Wading,0.0,25.7922359,-80.134852,25.73,-80.16,27.7,3.6,,,,,7.364329915651431
452,2014-11-13,2014.0,11.0,13.0,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,0.0,20.86774,-156.61706,20.9,-156.47,26.7,1.5,,,,,15.693547327750585
507,2015-06-07,2015.0,6.0,10.0,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,0.0,28.3418745,-80.6069311,28.42,-80.59,28.6,1.0,,,,,8.843672490557694
741,2017-02-17,2017.0,2.0,10.0,AUSTRALIA,Queensland,Eva Rock,Spearfishing,0.0,-26.73731,153.05237,-27.2,153.2,29.0,8.7,,,,,53.48866888351278
357,2014-02-20,2014.0,2.0,16.0,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,0.0,-17.17568,-150.38631,-17.1,-150.3,29.0,7.2,,,,,12.446916930264425
495,2015-05-02,2015.0,5.0,13.0,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,0.0,-31.62291,29.54477,-32.1,29.4,18.8,3.6,3.0,2.0,3.0,2.0,54.78355005661364
574,2015-10-09,2015.0,10.0,10.0,USA,Hawaii,"Leftovers, Oahu",Surfing,0.0,21.439542579,-157.94363193,21.43,-157.79,26.2,,,,,,15.936913125220954
717,2016-10-30,2016.0,10.0,,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,0.0,30.378533,-81.410167,30.4,-81.43,23.6,3.6,,,,,3.052340214905915
795,2017-07-14,2017.0,7.0,11.0,AUSTRALIA,Western Australia,Floreat Beach,Surfing,0.0,-31.929,115.7549,-31.9,114.9,19.2,11.3,,,,,80.755317625785
387,2014-06-07,2014.0,6.0,,USA,Texas,"West Beach, Galveston",Kneeling in the water,0.0,29.2001,-94.9418,29.3,-94.9,29.4,4.1,,,,,11.825479150992988
413,2014-08-09,2014.0,8.0,13.0,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,0.0,28.3418745,-80.6069311,28.4,-80.6,31.0,7.2,1.0,2.0,1.0,2.0,6.498748873425472
666,2016-07-07,2016.0,7.0,,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing,0.0,33.76634,-118.380869,33.72,-118.27,20.0,,,,,,11.473413641724928
98,2011-10-09,2011.0,10.0,8.0,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,1.0,-31.9939,115.751,-32.0,115.7,19.2,9.3,,,,,4.856993974757106
391,2014-06-09,2014.0,6.0,17.0,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,0.0,38.7523184,-75.1708039,38.78,-75.12,18.3,2.6,,,,,5.373608964005743
405,2014-07-21,2014.0,7.0,,USA,Florida,"Indialantic, Brevard County",Standing,0.0,28.0894482,-80.5660328,27.86,-80.45,,4.1,,,,,27.942414183252183
807,2017-07-31,2017.0,7.0,18.0,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,0.0,30.325968,-81.65676,30.35,-81.61,28.4,,,,,,5.222859316562755
140,2012-03-04,2012.0,3.0,13.0,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,0.0,28.7021316,-80.6671512,28.42,-80.59,22.3,11.3,,,,,32.26382554538031
170,2012-06-14,2012.0,6.0,13.0,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,0.0,33.68785,-78.883852,33.8,-78.5,,5.0,,,,,37.6187637381056
261,2013-04-02,2013.0,4.0,8.0,USA,Hawaii,Ka’anapali Shores,Surfing,0.0,20.921727262506,-156.693271826184,20.9,-156.47,23.3,5.1,,,,,23.31706475247782
401,2014-07-13,2014.0,7.0,,BAHAMAS,West End,Tiger Beach,Shark diving,,26.68711,-78.97702,26.7,-79.0,,4.1,,,,,2.695575019533914
470,2015-01-19,2015.0,1.0,,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,,-28.6364,153.6338,-28.7,153.9,28.0,7.7,1.0,6.0,1.5,8.0,26.91715655613902
119,2011-12-21,2011.0,12.0,,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,0.0,-33.96109,25.61494,-34.0,25.6,,,,,,,4.540610691788102
172,2012-06-15,2012.0,6.0,14.0,USA,Florida,"Summerland Key, Monroe County",Fishing,0.0,24.661499,-81.443191,24.4,-81.3,31.0,2.6,0.5,2.0,,,32.4855316153531
205,2012-09-06,2012.0,9.0,11.0,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,0.0,29.852015,-81.267319,29.66,-81.22,,3.1,,,,,21.834287204365705
327,2013-10-10,2013.0,10.0,15.0,USA,Florida,"Destin, Okaloosa County",Wading,0.0,30.3936755,-86.4956633,30.21,-85.88,26.4,2.6,,,,,62.53495865669528
339,2013-11-10,2013.0,11.0,11.0,BAHAMAS,Unknown,Off Cape Eleuthera,Shark fishing,0.0,25.562300966667,-76.718714533333,25.6,-76.8,24.0,12.9,2.0,6.0,,,9.167132088098946
425,2014-08-31,2014.0,8.0,16.0,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.5,1.0,,,,,75.2043515779445
530,2015-07-04,2015.0,7.0,,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,0.0,26.5210127,-78.7701719,26.7,-79.0,,4.1,,,,,30.30134905212647
71,2011-08-17,2011.0,8.0,16.0,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,,34.213812,-77.805529,34.21,-77.8,29.1,6.2,,,,,0.6619341939419164
159,2012-05-20,2012.0,5.0,,USA,Hawaii,"Iroquiois Point, Oahu",Kayak Fishing,0.0,21.324662,-157.984648,21.31,-157.87,26.2,3.6,,,,,11.987457964649039
221,2012-10-23,2012.0,10.0,11.0,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,1.0,34.6389191,-120.4689032,34.58,-120.65,,5.7,,,,,17.821583391826458
284,2013-06-25,2013.0,6.0,,USA,Florida,"Jacksonville, Duval County",Swimming,0.0,30.325968,-81.65676,30.4,-81.43,,2.3,,,,,23.261485200845883
312,2013-09-01,2013.0,9.0,,USA,Florida,Key West Aquarium,Unknown,0.0,24.5590759,-81.8073375,24.55,-81.81,30.3,,,,,,1.04450434900859
324,2013-09-29,2013.0,9.0,11.0,ISRAEL,Southern District,Ashdod,Diving,0.0,31.7877699,34.6432047,31.8,34.5,27.3,2.6,0.5,2.0,,,13.602448874702791
